"Date","Price","Open","High","Low","Vol.","Change %"
"Apr 10, 2022","3,024.43","3,259.59","3,306.14","2,951.80","3.72M","-7.21%"
"Apr 03, 2022","3,259.35","3,442.34","3,579.82","3,143.96","4.36M","-5.32%"
"Mar 27, 2022","3,442.34","3,145.95","3,529.63","3,126.46","3.92M","9.42%"
"Mar 20, 2022","3,146.01","2,950.03","3,192.73","2,819.27","4.08M","6.65%"
"Mar 13, 2022","2,949.92","2,569.80","2,984.00","2,494.59","8.97B","14.79%"
"Mar 06, 2022","2,569.80","2,665.42","2,772.09","2,447.74","9.41B","-3.59%"
"Feb 27, 2022","2,665.42","2,779.55","3,041.84","2,562.94","2.81B","-4.02%"
"Feb 20, 2022","2,776.96","2,763.97","2,856.01","2,303.07","6.53M","0.48%"
"Feb 13, 2022","2,763.81","2,917.16","3,193.18","2,699.70","3.63M","-5.25%"
"Feb 06, 2022","2,917.10","3,013.75","3,277.36","2,858.85","3.93M","-3.21%"
"Jan 30, 2022","3,013.81","2,600.12","3,058.88","2,478.85","4.51M","15.91%"
"Jan 23, 2022","2,600.02","2,412.52","2,719.32","2,161.55","6.08M","7.77%"
"Jan 16, 2022","2,412.52","3,326.50","3,388.22","2,311.80","4.86M","-27.50%"
"Jan 09, 2022","3,327.74","3,079.89","3,407.98","2,931.68","3.54M","8.04%"
"Jan 02, 2022","3,080.02","3,765.67","3,889.07","3,001.76","4.24M","-18.21%"
"Dec 26, 2021","3,765.67","4,093.38","4,125.22","3,589.64","2.74M","-8.00%"
"Dec 19, 2021","4,093.14","3,959.90","4,149.17","3,757.42","3.17M","3.37%"
"Dec 12, 2021","3,959.83","4,078.17","4,173.21","3,649.69","4.52M","-2.84%"
"Dec 05, 2021","4,075.66","4,118.27","4,482.89","3,836.92","5.12M","-1.16%"
"Nov 28, 2021","4,123.46","4,095.16","4,778.14","3,533.02","5.20M","0.70%"
"Nov 21, 2021","4,094.80","4,409.02","4,549.74","3,917.43","5.03M","-7.12%"
"Nov 14, 2021","4,408.85","4,644.40","4,769.38","3,958.44","4.53M","-5.08%"
"Nov 07, 2021","4,644.61","4,517.27","4,864.06","4,498.78","3.86M","2.82%"
