Date;Price;Open;High;Low;Vol.;Change %
10-Apr-22;413.79;426.83;429.41;391.87;4.23M;-3.06%
03-Apr-22;426.83;436.85;459.98;416.88;5.81M;-2.29%
27-Mar-22;436.82;415.82;453.96;411.81;6.21M;4.98%
20-Mar-22;416.08;399.91;421.49;385.59;4.26M;4.02%
13-Mar-22;400.00;372.40;406.10;359.80;1.40B;7.41%
06-Mar-22;372.40;384.70;402.30;363.20;1.86B;-3.20%
27-Feb-22;384.70;373.60;420.35;356.00;580.88M;3.05%
20-Feb-22;373.31;399.70;399.99;323.89;7.41M;-6.60%
13-Feb-22;399.70;403.22;441.20;390.61;4.82M;-0.87%
06-Feb-22;403.20;413.99;444.86;392.90;5.80M;-2.61%
30-Jan-22;413.99;389.29;430.88;359.82;4.88M;6.35%
23-Jan-22;389.29;358.30;401.34;336.82;8.30M;8.59%
16-Jan-22;358.50;494.49;505.59;337.57;7.90M;-27.53%
09-Jan-22;494.67;429.32;500.80;407.67;7.02M;15.22%
02-Jan-22;429.32;527.41;533.59;417.13;6.68M;-18.60%
26-Dec-21;527.40;547.33;571.60;507.11;5.34M;-3.64%
19-Dec-21;547.33;534.19;554.12;506.31;5.16M;2.46%
12-Dec-21;534.20;563.24;574.01;502.09;7.05M;-5.16%
05-Dec-21;563.24;568.60;616.24;533.30;9.43M;-0.95%
28-Nov-21;568.62;600.30;649.59;495.12;9.36M;-5.28%
21-Nov-21;600.30;604.28;657.70;554.30;11.27M;-0.66%
14-Nov-21;604.28;649.50;660.20;517.13;10.38M;-6.96%
07-Nov-21;649.50;636.30;668.80;575.72;8.89M;2.08%
31-Oct-21;636.30;528.20;636.30;509.32;10.68M;20.47%
24-Oct-21;528.20;485.41;540.31;438.55;8.56M;8.82%
17-Oct-21;485.40;465.12;505.62;455.77;8.70M;4.36%
10-Oct-21;465.12;421.72;484.40;392.49;12.15M;10.30%
03-Oct-21;421.69;427.18;449.89;411.61;8.93M;-1.29%
26-Sep-21;427.22;349.51;438.00;320.10;10.03M;22.23%
19-Sep-21;349.51;410.70;418.95;334.67;10.34M;-14.90%
12-Sep-21;410.70;405.10;436.39;385.32;7.88M;1.38%
05-Sep-21;405.10;497.40;508.86;373.12;12.51M;-18.56%
29-Aug-21;497.40;486.00;509.75;452.50;8.55M;2.34%
22-Aug-21;486.01;448.64;518.58;438.03;13.62M;8.33%
15-Aug-21;448.64;408.91;459.99;386.69;12.35M;9.72%
08-Aug-21;408.91;356.18;418.76;333.53;10.78M;14.77%
01-Aug-21;356.28;332.32;359.58;317.70;8.97M;7.18%
25-Jul-21;332.41;302.55;337.95;292.85;11.50M;9.65%
18-Jul-21;303.15;300.34;309.00;255.79;12.54M;0.94%
11-Jul-21;300.31;316.07;334.34;290.93;11.28M;-4.99%
04-Jul-21;316.07;299.25;339.36;292.40;11.87M;5.62%
27-Jun-21;299.25;279.45;315.04;270.00;12.67M;7.08%
20-Jun-21;279.45;334.15;341.52;225.93;26.97M;-16.38%
13-Jun-21;334.19;343.26;379.49;327.39;14.04M;-2.63%
06-Jun-21;343.23;390.09;406.99;320.39;24.48M;-12.01%
30-May-21;390.09;304.81;432.58;291.72;35.85M;28.00%
23-May-21;304.76;299.25;387.25;212.41;48.80M;1.84%
16-May-21;299.25;562.84;606.53;276.78;48.91M;-46.83%
09-May-21;562.85;646.17;690.87;527.16;21.65M;-12.90%
02-May-21;646.18;619.91;679.98;595.75;18.96M;4.25%
25-Apr-21;619.84;497.46;643.21;479.40;23.70M;24.59%
18-Apr-21;497.50;515.10;612.86;429.96;42.31M;-3.42%
11-Apr-21;515.13;471.54;636.11;459.50;34.14M;9.08%
04-Apr-21;472.25;321.91;486.69;316.54;29.86M;46.88%
28-Mar-21;321.53;269.31;356.51;261.24;30.08M;19.39%
21-Mar-21;269.32;264.39;276.81;225.90;21.23M;1.98%
14-Mar-21;264.10;275.89;277.73;241.44;20.42M;-4.28%
07-Mar-21;275.89;226.26;314.44;225.20;40.63M;21.94%
28-Feb-21;226.26;225.54;264.41;195.22;36.17M;0.53%
21-Feb-21;225.07;254.33;308.54;188.71;75.67M;-11.51%
14-Feb-21;254.36;133.09;346.82;118.64;79.37M;91.14%
07-Feb-21;133.07;72.86;148.27;64.35;65.87M;83.35%
31-Jan-21;72.58;44.77;75.43;43.35;36.81M;62.17%
24-Jan-21;44.76;40.92;45.09;39.67;22.84M;9.39%
17-Jan-21;40.92;43.10;47.19;36.92;27.83M;-5.08%
10-Jan-21;43.10;43.84;45.12;35.10;33.33M;-1.66%
03-Jan-21;43.83;38.24;44.47;37.78;39.44M;14.64%
27-Dec-20;38.23;33.60;39.70;31.97;32.62M;13.83%
20-Dec-20;33.59;33.30;35.63;30.03;33.26M;0.86%
13-Dec-20;33.30;28.17;34.21;28.02;21.06M;18.32%
06-Dec-20;28.14;29.73;30.17;26.73;13.86M;-5.34%
29-Nov-20;29.73;29.15;31.88;28.65;22.52M;1.96%
22-Nov-20;29.16;32.33;35.38;26.45;39.04M;-4.38%
15-Nov-20;30.50;27.92;30.79;27.08;19.95M;9.25%
08-Nov-20;27.91;27.76;28.94;27.31;19.50M;0.55%
01-Nov-20;27.76;28.51;29.86;25.84;23.19M;-2.62%
25-Oct-20;28.51;30.63;32.37;27.58;24.27M;-6.96%
18-Oct-20;30.64;30.22;31.29;28.50;22.28M;1.36%
11-Oct-20;30.23;28.41;31.96;27.91;28.68M;6.53%
04-Oct-20;28.38;28.19;29.25;26.54;23.77M;0.72%
27-Sep-20;28.18;26.18;29.55;25.54;32.96M;7.56%
20-Sep-20;26.20;27.20;27.31;22.32;31.49M;-3.69%
13-Sep-20;27.20;28.50;33.35;25.94;63.35M;-4.57%
06-Sep-20;28.50;19.47;28.52;18.58;49.80M;46.42%
30-Aug-20;19.47;22.94;25.81;18.02;48.46M;-15.16%
23-Aug-20;22.94;22.19;23.57;20.99;24.09M;3.35%
16-Aug-20;22.20;23.02;23.92;21.29;25.72M;-3.51%
09-Aug-20;23.01;22.92;23.78;20.60;29.46M;0.37%
02-Aug-20;22.92;21.63;23.54;19.26;29.98M;6.02%
26-Jul-20;21.62;19.84;21.75;19.56;28.37M;9.21%
19-Jul-20;19.80;17.13;20.03;16.90;26.02M;15.54%
12-Jul-20;17.13;17.62;18.99;16.56;23.52M;-2.75%
05-Jul-20;17.62;15.56;17.68;15.16;18.79M;13.26%
28-Jun-20;15.56;15.13;15.96;14.93;16.43M;2.83%
21-Jun-20;15.13;16.06;16.64;14.85;16.37M;-5.78%
14-Jun-20;16.06;16.81;16.84;15.54;18.93M;-4.48%
07-Jun-20;16.81;17.56;17.64;15.98;22.77M;-4.26%
31-May-20;17.56;17.73;18.19;16.78;31.42M;-0.98%
24-May-20;17.73;16.47;17.78;15.87;34.41M;7.64%
17-May-20;16.47;16.05;17.33;15.76;39.33M;2.60%
10-May-20;16.05;16.81;16.81;14.03;51.46M;-4.48%
03-May-20;16.81;17.52;17.81;16.20;41.51M;-4.02%
26-Apr-20;17.51;16.21;18.20;16.07;51.80M;7.93%
19-Apr-20;16.22;16.62;16.70;14.75;54.63M;-2.38%
12-Apr-20;16.62;13.81;16.83;12.85;59.12M;20.39%
05-Apr-20;13.81;13.76;15.50;13.41;64.22M;0.35%
29-Mar-20;13.76;12.20;14.01;11.26;61.32M;12.94%
22-Mar-20;12.18;12.11;13.37;10.84;58.19M;0.57%
15-Mar-20;12.11;10.13;13.66;8.47;86.97M;19.61%
08-Mar-20;10.13;20.24;20.27;6.50;96.32M;-49.98%
01-Mar-20;20.24;19.28;21.76;18.38;50.92M;5.02%
23-Feb-20;19.28;22.10;23.34;17.68;60.54M;-12.49%
16-Feb-20;22.03;24.28;25.30;21.01;44.11M;-9.27%
09-Feb-20;24.28;21.76;27.20;21.02;57.67M;11.57%
02-Feb-20;21.76;18.24;22.51;18.24;47.42M;19.30%
26-Jan-20;18.24;16.96;18.83;16.82;38.32M;7.57%
19-Jan-20;16.96;17.81;18.71;16.44;38.36M;-4.77%
12-Jan-20;17.81;14.94;18.43;14.82;47.47M;19.15%
05-Jan-20;14.94;13.85;15.34;13.76;34.04M;7.90%
29-Dec-19;13.85;13.71;14.42;12.99;34.31M;1.03%
22-Dec-19;13.71;13.34;14.00;12.95;34.01M;2.77%
15-Dec-19;13.34;14.53;14.65;12.15;36.63M;-8.23%
08-Dec-19;14.53;15.63;15.91;14.35;30.80M;-7.00%
01-Dec-19;15.63;15.67;15.84;14.93;35.06M;-0.31%
24-Nov-19;15.68;16.29;16.52;14.15;38.42M;-3.76%
17-Nov-19;16.29;20.10;20.10;14.56;36.34M;-18.98%
10-Nov-19;20.10;19.76;21.65;19.72;24.94M;1.76%
03-Nov-19;19.76;20.19;20.88;19.39;26.92M;-2.17%
27-Oct-19;20.19;18.93;21.14;18.52;33.01M;6.68%
20-Oct-19;18.93;18.17;19.66;15.65;33.90M;4.20%
13-Oct-19;18.17;17.20;19.13;17.12;33.33M;5.64%
06-Oct-19;17.20;15.72;17.96;15.22;27.13M;9.43%
29-Sep-19;15.71;15.75;16.17;14.79;16.17M;-0.21%
22-Sep-19;15.75;21.15;22.80;14.65;20.68M;-25.51%
15-Sep-19;21.14;21.10;23.16;20.19;21.43M;0.18%
08-Sep-19;21.10;22.48;22.83;19.96;16.78M;-6.14%
01-Sep-19;22.48;21.22;23.58;21.16;21.25M;5.93%
25-Aug-19;21.22;26.44;27.18;21.17;19.57M;-19.74%
18-Aug-19;26.44;27.45;29.20;26.09;17.55M;-3.67%
11-Aug-19;27.45;29.63;30.55;26.85;22.29M;-7.26%
04-Aug-19;29.60;27.74;31.78;27.13;20.37M;6.72%
28-Jul-19;27.74;27.71;28.77;26.23;17.40M;0.14%
21-Jul-19;27.70;31.07;32.54;27.27;25.35M;-10.86%
14-Jul-19;31.07;31.47;31.52;24.18;41.84M;-1.24%
07-Jul-19;31.46;32.61;34.24;28.37;20.18M;-3.52%
30-Jun-19;32.61;35.49;35.51;30.59;19.94M;-8.10%
23-Jun-19;35.49;37.97;38.46;33.28;27.47M;-6.52%
16-Jun-19;37.96;32.71;39.54;31.78;48.97M;16.06%
09-Jun-19;32.71;31.70;36.25;29.75;41.05M;3.16%
02-Jun-19;31.70;33.30;33.75;28.73;20.66M;-4.79%
26-May-19;33.30;35.07;35.08;30.38;26.10M;-5.17%
19-May-19;35.12;28.87;35.47;27.60;29.83M;21.65%
12-May-19;28.87;20.85;29.10;20.13;26.06M;38.45%
05-May-19;20.85;22.90;23.17;18.33;15.21M;-8.94%
28-Apr-19;22.90;22.42;24.09;21.34;16.53M;2.12%
21-Apr-19;22.42;24.89;24.89;20.97;21.73M;-9.91%
14-Apr-19;24.89;18.62;25.49;18.43;21.03M;33.67%
07-Apr-19;18.62;19.07;19.21;16.32;16.29M;-2.30%
31-Mar-19;19.06;16.97;20.00;16.75;21.31M;12.31%
24-Mar-19;16.97;15.15;17.45;14.68;22.47M;12.01%
17-Mar-19;15.15;15.96;15.96;13.90;20.65M;-5.05%
10-Mar-19;15.95;14.47;16.00;13.87;23.67M;10.29%
03-Mar-19;14.47;11.75;15.52;10.88;39.22M;23.11%
24-Feb-19;11.75;10.73;11.80;9.35;28.35M;9.55%
17-Feb-19;10.73;9.10;11.27;8.91;23.67M;17.87%
10-Feb-19;9.10;8.90;9.78;8.41;30.17M;2.29%
03-Feb-19;8.90;6.87;8.92;6.62;30.74M;29.50%
27-Jan-19;6.87;6.95;7.20;5.96;21.06M;-1.11%
20-Jan-19;6.95;6.53;6.98;6.24;14.13M;6.36%
13-Jan-19;6.53;5.86;6.64;5.38;14.60M;11.41%
06-Jan-19;5.86;5.97;6.85;5.66;20.70M;-1.75%
30-Dec-18;5.97;5.66;6.24;5.56;12.33M;5.61%
23-Dec-18;5.65;5.83;6.47;5.10;10.94M;-3.17%
16-Dec-18;5.83;4.55;5.88;4.51;11.60M;28.30%
09-Dec-18;4.55;4.63;5.14;4.43;7.66M;-1.70%
02-Dec-18;4.63;5.28;6.62;4.13;15.39M;-12.43%
25-Nov-18;5.28;5.20;5.63;4.54;6.11M;1.58%
18-Nov-18;5.20;7.85;8.14;4.79;5.89M;-33.74%
11-Nov-18;7.85;9.59;9.62;7.69;5.44M;-18.15%
04-Nov-18;9.59;9.59;9.98;9.50;5.79M;0.10%
28-Oct-18;9.58;9.73;9.76;9.29;5.54M;-1.49%
21-Oct-18;9.73;9.91;10.04;9.70;7.61M;-1.98%
14-Oct-18;9.92;9.68;10.98;9.52;9.43M;2.49%
07-Oct-18;9.68;10.41;10.69;9.23;7.72M;-6.98%
30-Sep-18;10.41;10.01;10.77;9.82;9.82M;4.08%
23-Sep-18;10.00;10.25;10.43;9.37;6.04M;-2.47%
16-Sep-18;10.25;10.06;10.60;9.22;7.54M;1.90%
09-Sep-18;10.06;9.52;10.22;9.01;5.63M;5.66%
02-Sep-18;9.52;11.48;11.57;9.28;5.10M;-17.05%
26-Aug-18;11.48;10.10;11.57;9.73;7.47M;13.66%
19-Aug-18;10.10;9.88;10.30;9.19;5.26M;2.23%
12-Aug-18;9.88;11.67;11.86;8.54;9.72M;-15.34%
05-Aug-18;11.67;13.85;13.96;11.31;9.21M;-15.74%
29-Jul-18;13.85;14.66;14.75;13.00;10.51M;-5.50%
22-Jul-18;14.66;12.18;14.88;11.64;11.17M;20.29%
15-Jul-18;12.18;12.09;13.90;11.82;12.17M;0.81%
08-Jul-18;12.09;14.15;14.18;11.81;8.98M;-14.48%
01-Jul-18;14.13;14.67;14.81;13.15;9.09M;-4.09%
24-Jun-18;14.74;15.58;15.72;13.36;15.46M;-5.39%
17-Jun-18;15.58;15.76;17.38;15.18;19.18M;-1.17%
10-Jun-18;15.76;16.02;16.15;13.40;19.41M;-1.68%
03-Jun-18;16.03;14.68;17.44;13.62;18.41M;9.21%
27-May-18;14.68;12.79;14.88;11.63;12.19M;15.30%
20-May-18;12.73;14.33;14.84;12.10;13.64M;-11.15%
13-May-18;14.33;13.03;16.23;11.88;16.52M;10.78%
06-May-18;12.93;14.44;15.04;12.15;12.17M;-10.39%
