Date;Price;Open;High;Low;Vol.;Change %
10-Apr-22;14.00;15.43;15.92;13.33;19.56M;-9.28%
03-Apr-22;15.43;17.39;18.31;15.04;25.14M;-11.27%
27-Mar-22;17.39;15.85;18.05;15.64;37.66M;9.72%
20-Mar-22;15.85;15.01;16.45;14.31;31.91M;5.60%
13-Mar-22;15.01;13.15;15.38;12.60;425.82M;14.14%
06-Mar-22;13.15;14.03;14.45;12.44;520.15M;-6.27%
27-Feb-22;14.03;14.70;15.85;13.34;200.41M;-4.56%
20-Feb-22;14.70;15.52;15.53;11.42;57.01M;-5.28%
13-Feb-22;15.52;15.94;17.45;14.86;29.42M;-2.64%
06-Feb-22;15.94;17.76;19.52;15.58;38.44M;-10.26%
30-Jan-22;17.76;16.20;18.30;15.28;49.65M;9.63%
23-Jan-22;16.20;15.87;16.79;13.50;73.35M;2.10%
16-Jan-22;15.87;25.18;26.34;14.29;63.23M;-36.98%
09-Jan-22;25.18;25.32;28.69;23.93;94.22M;-0.55%
02-Jan-22;25.32;20.75;27.44;20.58;127.38M;22.04%
26-Dec-21;20.75;22.10;24.45;19.04;55.79M;-6.12%
19-Dec-21;22.10;19.54;22.63;18.04;44.69M;13.10%
12-Dec-21;19.54;19.91;20.79;17.27;48.90M;-1.85%
05-Dec-21;19.91;20.70;23.18;17.23;79.13M;-3.84%
28-Nov-21;20.70;24.09;26.89;15.52;45.68M;-14.05%
21-Nov-21;24.09;28.35;29.24;22.94;56.80M;-15.03%
14-Nov-21;28.35;34.00;34.50;25.87;49.56M;-16.62%
07-Nov-21;34.00;32.04;38.19;31.71;60.74M;6.13%
31-Oct-21;32.04;29.75;33.69;28.68;47.23M;7.68%
24-Oct-21;29.75;31.39;33.89;27.92;65.17M;-5.21%
17-Oct-21;31.39;27.22;31.44;25.28;53.25M;15.42%
10-Oct-21;27.19;27.44;28.66;23.56;55.19M;-0.90%
03-Oct-21;27.44;26.90;28.17;25.21;50.98M;1.96%
26-Sep-21;26.91;24.50;27.80;22.01;71.72M;9.82%
19-Sep-21;24.50;28.39;28.79;20.87;90.79M;-13.69%
12-Sep-21;28.39;27.00;32.09;25.25;90.65M;5.22%
05-Sep-21;26.98;29.89;36.31;23.99;123.16M;-9.72%
29-Aug-21;29.89;25.73;31.73;24.38;67.28M;16.22%
22-Aug-21;25.72;27.84;29.29;23.90;50.55M;-7.61%
15-Aug-21;27.84;27.15;30.49;24.51;82.04M;2.54%
08-Aug-21;27.15;24.69;27.92;22.10;63.42M;9.97%
01-Aug-21;24.69;22.68;25.11;21.44;80.23M;8.84%
25-Jul-21;22.68;16.46;23.30;16.18;96.20M;35.43%
18-Jul-21;16.75;15.35;17.11;13.43;64.26M;9.10%
11-Jul-21;15.35;18.20;18.60;15.03;48.09M;-15.67%
04-Jul-21;18.20;18.72;21.25;17.71;67.36M;-2.78%
27-Jun-21;18.72;16.95;20.51;16.61;70.26M;10.46%
20-Jun-21;16.95;20.31;22.05;15.02;130.73M;-16.57%
13-Jun-21;20.31;21.66;26.44;20.27;85.76M;-6.21%
06-Jun-21;21.66;27.12;28.68;20.01;93.42M;-20.13%
30-May-21;27.12;25.36;32.82;23.77;111.97M;6.95%
23-May-21;25.36;23.29;35.29;15.03;201.32M;8.98%
16-May-21;23.27;41.44;44.62;20.83;176.87M;-43.85%
09-May-21;41.44;48.61;52.95;39.52;93.33M;-14.75%
02-May-21;48.61;43.01;51.88;42.30;115.62M;18.06%
25-Apr-21;41.18;31.21;41.22;29.89;61.11M;31.99%
18-Apr-21;31.20;39.92;41.94;29.71;147.27M;-21.86%
11-Apr-21;39.93;31.92;44.30;31.75;94.37M;25.09%
04-Apr-21;31.92;29.31;35.07;28.79;55.92M;8.90%
28-Mar-21;29.31;26.85;33.16;26.12;44.81M;9.16%
21-Mar-21;26.85;29.64;30.06;23.83;46.25M;-9.38%
14-Mar-21;29.63;29.75;31.39;26.46;50.80M;-0.40%
07-Mar-21;29.75;28.16;31.98;27.02;59.96M;5.64%
28-Feb-21;28.16;26.17;31.42;22.91;88.86M;7.61%
21-Feb-21;26.17;33.99;35.26;20.89;129.72M;-23.04%
14-Feb-21;34.00;34.18;36.92;27.51;83.11M;-0.53%
07-Feb-21;34.18;25.01;34.73;22.95;91.56M;36.66%
31-Jan-21;25.01;23.64;26.97;21.66;88.42M;5.87%
24-Jan-21;23.63;24.79;25.77;20.30;116.02M;-4.71%
17-Jan-21;24.79;20.14;25.48;17.20;157.49M;23.08%
10-Jan-21;20.14;17.56;22.84;12.54;226.14M;14.76%
03-Jan-21;17.55;12.21;17.86;11.84;171.94M;43.70%
27-Dec-20;12.21;10.97;13.20;10.51;114.53M;11.30%
20-Dec-20;10.97;13.47;13.78;8.21;99.57M;-18.55%
13-Dec-20;13.47;12.22;14.50;12.03;66.27M;10.27%
06-Dec-20;12.22;13.17;13.55;11.43;50.21M;-7.25%
29-Nov-20;13.17;13.09;14.82;12.52;75.60M;0.65%
22-Nov-20;13.09;15.45;16.36;11.32;143.61M;-15.30%
15-Nov-20;15.45;12.54;15.47;11.83;113.22M;23.18%
08-Nov-20;12.54;11.76;13.41;11.50;114.26M;6.72%
01-Nov-20;11.75;11.23;13.57;9.78;117.14M;4.63%
25-Oct-20;11.23;12.70;12.84;10.78;115.09M;-11.53%
18-Oct-20;12.70;10.63;12.94;9.78;92.55M;19.55%
11-Oct-20;10.62;10.52;11.79;10.17;103.32M;1.00%
04-Oct-20;10.52;9.27;10.88;8.39;101.58M;13.47%
27-Sep-20;9.27;10.30;11.06;8.83;124.66M;-10.01%
20-Sep-20;10.30;10.12;11.19;7.36;184.59M;1.75%
13-Sep-20;10.12;12.72;13.22;9.81;120.12M;-20.38%
06-Sep-20;12.72;10.60;13.26;9.76;131.93M;20.02%
30-Aug-20;10.60;16.42;17.75;9.19;153.23M;-35.48%
23-Aug-20;16.42;15.87;16.97;13.51;109.88M;3.46%
16-Aug-20;15.87;19.17;20.01;12.92;208.47M;-17.20%
09-Aug-20;19.17;12.72;19.79;12.02;206.64M;50.68%
02-Aug-20;12.72;8.32;13.78;6.96;130.05M;52.85%
26-Jul-20;8.32;7.08;8.46;7.03;91.30M;8.50%
19-Jul-20;7.67;7.97;8.20;6.99;87.99M;-3.71%
12-Jul-20;7.97;6.10;8.83;6.10;183.01M;30.55%
05-Jul-20;6.10;4.82;6.53;4.62;110.06M;26.64%
28-Jun-20;4.82;4.41;4.92;4.37;44.38M;9.17%
21-Jun-20;4.41;4.18;4.94;4.14;60.07M;5.59%
14-Jun-20;4.18;4.11;4.25;3.66;33.65M;1.81%
07-Jun-20;4.11;4.35;4.50;3.86;31.23M;-5.58%
31-May-20;4.35;4.17;4.62;4.04;46.81M;4.33%
24-May-20;4.17;3.93;4.18;3.78;37.65M;5.96%
17-May-20;3.93;3.76;4.17;3.75;57.32M;4.66%
10-May-20;3.76;4.02;4.02;3.32;76.54M;-6.38%
03-May-20;4.02;3.82;4.21;3.51;57.92M;5.22%
26-Apr-20;3.82;3.79;3.99;3.47;86.85M;0.79%
19-Apr-20;3.79;3.78;3.89;3.38;112.72M;0.00%
12-Apr-20;3.78;3.29;3.82;2.98;174.43M;14.95%
05-Apr-20;3.29;2.32;3.47;2.24;230.36M;42.17%
29-Mar-20;2.32;2.14;2.44;2.00;77.46M;8.40%
22-Mar-20;2.14;2.28;2.36;1.94;116.52M;-5.72%
15-Mar-20;2.27;2.14;2.61;1.56;284.50M;6.08%
08-Mar-20;2.14;4.35;4.45;1.15;349.37M;-50.86%
01-Mar-20;4.35;4.06;4.97;3.77;109.21M;6.97%
23-Feb-20;4.06;4.11;4.37;3.31;124.03M;-1.05%
16-Feb-20;4.11;4.30;4.86;3.85;109.79M;-4.62%
09-Feb-20;4.30;3.42;4.62;3.24;82.37M;25.79%
02-Feb-20;3.42;2.84;3.48;2.84;60.39M;20.66%
26-Jan-20;2.84;2.44;2.94;2.43;30.32M;16.05%
19-Jan-20;2.44;2.77;2.85;2.37;32.61M;-11.63%
12-Jan-20;2.77;2.28;2.86;2.16;57.15M;21.27%
05-Jan-20;2.28;1.82;2.35;1.79;45.81M;24.99%
